last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Grimm, Justin,518748,2017,232,145,0.233,0.257,-0.023999999999999994,0.436,0.472,-0.035999999999999976,0.328,0.354,-0.025999999999999968,5.53,5.55,-0.02
Rodney, Fernando,407845,2017,231,138,0.2,0.21,-0.009999999999999981,0.285,0.313,-0.028000000000000025,0.259,0.278,-0.019000000000000017,4.23,3.27,0.959
Yates, Kirby,489446,2017,231,122,0.211,0.183,0.027999999999999997,0.416,0.38,0.035999999999999976,0.295,0.272,0.022999999999999965,3.97,3.13,0.841
Cole, A.J.,595918,2017,230,155,0.262,0.26,0.0020000000000000018,0.441,0.434,0.007000000000000006,0.348,0.347,0.0010000000000000009,3.81,5.30,-1.492
Bergman, Christian,548357,2017,230,179,0.295,0.315,-0.020000000000000018,0.502,0.555,-0.05300000000000005,0.36,0.39,-0.030000000000000027,5.00,7.00,-2
Nicolino, Justin,592593,2017,229,182,0.324,0.33,-0.006000000000000005,0.52,0.513,0.007000000000000006,0.377,0.383,-0.006000000000000005,5.06,6.70,-1.637
McGee, Jake,459429,2017,229,154,0.224,0.223,0.0010000000000000009,0.343,0.358,-0.014999999999999958,0.272,0.277,-0.0050000000000000044,3.61,3.25,0.36
Morgan, Adam,605388,2017,229,148,0.242,0.241,0.0010000000000000009,0.436,0.392,0.043999999999999984,0.311,0.298,0.013000000000000012,4.12,3.79,0.326
Hunter, Tommy,488984,2017,228,149,0.202,0.192,0.010000000000000009,0.333,0.29,0.04300000000000004,0.256,0.237,0.019000000000000017,2.61,2.37,0.238
Infante, Gregory,500872,2017,227,155,0.226,0.239,-0.012999999999999984,0.347,0.365,-0.018000000000000016,0.275,0.296,-0.020999999999999963,3.13,3.73,-0.602
García, Jarlín,606424,2017,225,162,0.235,0.245,-0.010000000000000009,0.39,0.389,0.0010000000000000009,0.301,0.311,-0.010000000000000009,4.72,4.15,0.575
Jackson, Luke,592426,2017,224,168,0.278,0.286,-0.007999999999999952,0.409,0.472,-0.063,0.324,0.354,-0.02999999999999997,4.62,5.55,-0.932
Romo, Sergio,489265,2017,224,145,0.207,0.217,-0.010000000000000009,0.384,0.388,-0.0040000000000000036,0.281,0.29,-0.008999999999999952,3.56,3.57,-0.013
Warren, Adam,476589,2017,223,153,0.173,0.22,-0.047000000000000014,0.262,0.351,-0.08899999999999997,0.212,0.273,-0.061000000000000026,2.35,3.15,-0.795
Fields, Josh,451661,2017,223,147,0.194,0.208,-0.013999999999999985,0.379,0.382,-0.0030000000000000027,0.267,0.28,-0.013000000000000012,2.84,3.32,-0.478
Goody, Nick,580792,2017,221,126,0.198,0.208,-0.009999999999999981,0.35,0.368,-0.018000000000000016,0.274,0.286,-0.011999999999999955,2.80,3.47,-0.671
Milone, Tommy,543548,2017,221,169,0.317,0.302,0.015000000000000013,0.61,0.551,0.05899999999999994,0.4,0.374,0.026000000000000023,7.63,6.32,1.314
Chafin, Andrew,605177,2017,221,137,0.246,0.235,0.01100000000000001,0.374,0.373,0.0010000000000000009,0.301,0.301,0,3.51,3.87,-0.364
Dunn, Mike,445197,2017,220,135,0.228,0.216,0.01200000000000001,0.407,0.356,0.05099999999999999,0.316,0.297,0.019000000000000017,4.47,3.76,0.71
Lyons, Tyler,544928,2017,220,125,0.206,0.217,-0.01100000000000001,0.307,0.343,-0.03600000000000003,0.27,0.289,-0.01899999999999996,2.83,3.55,-0.717
Farmer, Buck,571656,2017,219,146,0.285,0.23,0.054999999999999966,0.482,0.379,0.10299999999999998,0.36,0.303,0.056999999999999995,6.75,3.92,2.83
Madson, Ryan,425492,2017,219,139,0.187,0.215,-0.027999999999999997,0.256,0.305,-0.04899999999999999,0.214,0.246,-0.032,1.83,2.55,-0.719
De La Rosa, Jorge,407822,2017,219,150,0.24,0.229,0.010999999999999982,0.396,0.366,0.030000000000000027,0.306,0.295,0.01100000000000001,4.21,3.71,0.498
Ellington, Brian,623395,2017,219,130,0.27,0.233,0.037000000000000005,0.466,0.394,0.07200000000000001,0.381,0.345,0.03600000000000003,7.25,5.23,2.024
Coulombe, Danny,543056,2017,219,154,0.24,0.259,-0.019000000000000017,0.385,0.4,-0.015000000000000013,0.311,0.328,-0.017000000000000015,3.48,4.67,-1.186
Feliz, Michael,593140,2017,218,126,0.276,0.24,0.03600000000000003,0.51,0.406,0.10399999999999998,0.356,0.312,0.043999999999999984,5.63,4.18,1.445
Blevins, Jerry,460283,2017,217,120,0.229,0.188,0.04100000000000001,0.324,0.265,0.059,0.29,0.254,0.035999999999999976,2.94,2.72,0.219
Farquhar, Danny,543144,2017,215,138,0.223,0.194,0.028999999999999998,0.309,0.304,0.0050000000000000044,0.284,0.279,0.004999999999999949,4.20,3.30,0.896
Grace, Matt,594840,2017,215,163,0.266,0.25,0.016000000000000014,0.367,0.393,-0.026000000000000023,0.301,0.311,-0.010000000000000009,4.32,4.15,0.17
Hernandez, David,456696,2017,214,152,0.239,0.229,0.009999999999999981,0.338,0.384,-0.045999999999999985,0.264,0.277,-0.013000000000000012,3.11,3.25,-0.141
Krol, Ian,571871,2017,214,145,0.266,0.251,0.015000000000000013,0.452,0.41,0.04200000000000004,0.346,0.328,0.01799999999999996,5.33,4.67,0.657
Smith, Joe,501925,2017,214,132,0.229,0.215,0.014000000000000012,0.333,0.321,0.01200000000000001,0.259,0.249,0.010000000000000009,3.33,2.61,0.723
Benoit, Joaquín,276542,2017,213,144,0.228,0.221,0.007000000000000006,0.407,0.401,0.00599999999999995,0.308,0.305,0.0030000000000000027,4.65,3.98,0.669
Gee, Dillon,518716,2017,212,152,0.283,0.253,0.02999999999999997,0.476,0.452,0.023999999999999966,0.349,0.331,0.01799999999999996,3.47,4.76,-1.294
Ziegler, Brad,446899,2017,211,163,0.306,0.274,0.03199999999999997,0.376,0.354,0.02200000000000002,0.326,0.304,0.02200000000000002,4.79,3.95,0.837
Hoyt, James,624586,2017,211,129,0.262,0.245,0.017000000000000015,0.431,0.395,0.035999999999999976,0.321,0.304,0.017000000000000015,4.38,3.95,0.428
Thompson, Jake,622097,2017,210,148,0.276,0.274,0.0020000000000000018,0.492,0.469,0.02300000000000002,0.366,0.367,-0.0010000000000000009,3.88,6.04,-2.155
Brebbia, John,605154,2017,209,142,0.193,0.233,-0.04000000000000001,0.385,0.405,-0.020000000000000018,0.268,0.296,-0.02799999999999997,2.44,3.73,-1.291
Chapman, Aroldis,547973,2017,209,117,0.2,0.179,0.02100000000000002,0.297,0.286,0.01100000000000001,0.259,0.247,0.01200000000000001,3.22,2.57,0.649
López, Reynaldo,625643,2017,207,162,0.258,0.258,0,0.432,0.434,-0.0020000000000000018,0.315,0.319,-0.0040000000000000036,4.72,4.39,0.33
Altavilla, Dan,656186,2017,203,130,0.242,0.232,0.009999999999999981,0.449,0.451,-0.0020000000000000018,0.322,0.324,-0.0020000000000000018,4.24,4.54,-0.297
Alvarez, Jose,501625,2017,203,146,0.263,0.258,0.0050000000000000044,0.426,0.441,-0.015000000000000013,0.304,0.309,-0.0050000000000000044,3.88,4.09,-0.206
