Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2017,"Tyler Danish","CHW","AAA",22,138.1,0.31845842,1.79285714,0.200409,0.51329243,0.28629857,0.14285714,0.12857143,0.49414063,0.26171875,0.24414063,0.07033363,782,1436,2218,"15126"
2016,"Braden Shipley","ARI","AAA",24,119.1,0.31632653,1.41269841,0.218509,0.45758355,0.32390746,0.19047619,0.05555556,0.45979899,0.25879397,0.28140704,0.06028761,673,1135,1808,"15158"
2019,"Aaron Slegers","TBR","AAA",26,112.1,0.30769231,1.23577236,0.24863388,0.41530055,0.33606557,0.20325203,0.17886179,0.51612903,0.20698925,0.27688172,0.08813559,629,1141,1770,"15231"
2017,"Aaron Slegers","MIN","AAA",24,148.1,0.31222707,1.36551724,0.22921348,0.44494382,0.3258427,0.26206897,0.07586207,0.4392936,0.25386313,0.30684327,0.10860367,694,1433,2127,"15231"
2016,"Austin Pruitt","TBR","AAA",26,162.2,0.31590414,1.36601307,0.2346723,0.44186047,0.32346723,0.15686275,0.1372549,0.48440748,0.25987526,0.25571726,0.13305955,802,1633,2435,"15290"
2017,"Steven Brault","PIT","AAA",25,120.1,0.25157233,1.60576923,0.153125,0.521875,0.325,0.18269231,0.04807692,0.42105263,0.20433437,0.374613,0.11580031,726,1217,1943,"15291"
2018,"Kevin Herget","STL","AAA",27,138.2,0.32195122,0.85465116,0.24407583,0.34834123,0.40758294,0.19186047,0.12209302,0.3986014,0.2983683,0.3030303,0.11237489,726,1472,2198,"15369"
2017,"Lucas Giolito","CHW","AAA",22,128.2,0.3115727,1.31355932,0.21776504,0.44412607,0.33810888,0.23728814,0.1440678,0.42209632,0.25212465,0.32577904,0.12046574,866,1367,2233,"15474"
2018,"Jen-Ho Tseng","CHC","AAA",23,136.1,0.32705882,1.62992126,0.21962617,0.48364486,0.29672897,0.13385827,0.15748031,0.45617978,0.24719101,0.29662921,0.09345392,830,1492,2322,"15524"
2018,"Phillips Valdez","WSN","AAA",26,124.1,0.27747253,2.47126437,0.17032967,0.59065934,0.23901099,0.13793103,0.11494253,0.45040214,0.24396783,0.30563003,0.09381551,732,1176,1908,"15605"
2016,"Dillon Overton","OAK","AAA",24,125.2,0.32642487,0.90849673,0.24155844,0.36103896,0.3974026,0.26797386,0.03921569,0.46803069,0.26598465,0.26598465,0.09702259,669,1279,1948,"15627"
2019,"Dillon Overton","SDP","AAA",27,115.1,0.33237822,0.79194631,0.27445652,0.32065217,0.4048913,0.15436242,0.16778523,0.38873995,0.30294906,0.30831099,0.10732197,695,1299,1994,"15627"
2017,"Adam Plutko","CLE","AAA",25,135.2,0.31851852,0.67171717,0.21190476,0.31666667,0.47142857,0.1969697,0.12121212,0.41860465,0.26511628,0.31627907,0.08693733,823,1443,2266,"15846"
2019,"Keury Mella","CIN","AAA",25,142.2,0.30734967,1.76470588,0.18614719,0.51948052,0.29437229,0.15441176,0.16176471,0.44915254,0.20550847,0.34533898,0.09127954,932,1522,2454,"15964"
2018,"Cy Sneed","HOU","AAA",25,127,0.31404959,1.35245902,0.20936639,0.45454545,0.33608815,0.2295082,0.04918033,0.4076087,0.26902174,0.32336957,0.098678,792,1326,2118,"16106"
2011,"Eric Junge","LAA","AAA",34,160,0.31137725,1.79865772,0.1934236,0.51837524,0.28820116,0.15436242,0.15436242,0.49330784,0.24665392,0.26003824,0.07204385,992,1562,2554,"1611"
2011,"Shane Loux","SFG","AAA",31,179.1,0.3,1.90184049,0.21818182,0.51239669,0.26942149,0.14723926,0.11656442,0.48325359,0.25677831,0.2599681,0.0537236,985,1714,2699,"1613"
2018,"Chandler Shepherd","BOS","AAA",25,129.2,0.31540342,1.25954198,0.25252525,0.41666667,0.33080808,0.25954198,0.09923664,0.40740741,0.24197531,0.35061728,0.08400955,692,1403,2095,"16166"
2010,"Andy Van Hekken","HOU","AAA",30,177.1,0.29929577,1.34031414,0.19892473,0.45878136,0.34229391,0.23036649,0.07329843,0.40963855,0.27022375,0.32013769,0.07636502,943,1676,2619,"1630"
2011,"Andy Van Hekken","HOU","AAA",31,129.2,0.35714286,1.56666667,0.21428571,0.47959184,0.30612245,0.16666667,0.05833333,0.4178744,0.23671498,0.34541063,0.08158614,813,1381,2194,"1630"
2018,"Alex McRae","PIT","AAA",25,117,0.35612536,1.44642857,0.22159091,0.46022727,0.31818182,0.16964286,0.08035714,0.4178273,0.23955432,0.34261838,0.1011813,707,1240,1947,"16317"
2019,"Alex McRae","PIT","AAA",26,114.1,0.32432432,1.57281553,0.23188406,0.46956522,0.29855072,0.15533981,0.19417476,0.4674221,0.26062323,0.27195467,0.11284451,715,1208,1923,"16317"
2017,"Reynaldo Lopez","CHW","AAA",23,121,0.26898734,0.84671533,0.209375,0.3625,0.428125,0.31386861,0.11678832,0.45015106,0.23867069,0.31117825,0.11868563,752,1287,2039,"16400"
2017,"Yonny Chirinos","TBR","AAA",23,141,0.27040816,1.69230769,0.19642857,0.50510204,0.29846939,0.20512821,0.08547009,0.46882793,0.24189526,0.28927681,0.13893209,633,1296,1929,"16401"
2019,"Foster Griffin","KCR","AAA",23,130.2,0.29457364,1.29801325,0.1281407,0.49246231,0.37939698,0.12582781,0.13245033,0.44987775,0.23227384,0.31784841,0.09804812,847,1356,2203,"16432"
2017,"Brent Honeywell","TBR","AAA",22,123.2,0.36503067,1.23636364,0.25454545,0.41212121,0.33333333,0.2,0.1,0.42433234,0.2462908,0.32937685,0.14265199,685,1404,2089,"16466"
2018,"Trevor Oaks","KCR","AAA",25,128.1,0.29832936,1.54814815,0.17307692,0.50240385,0.32451923,0.13333333,0.03703704,0.44103774,0.25707547,0.30188679,0.07427717,752,1254,2006,"16468"
2017,"Ryan Yarbrough","TBR","AAA",25,157.1,0.29594272,1.4084507,0.20649652,0.46403712,0.32946636,0.1971831,0.14084507,0.4214123,0.25512528,0.32346241,0.14008882,859,1618,2477,"16502"
2018,"Michael Kopech","CHW","AAA",22,126.1,0.3161512,0.98245614,0.22068966,0.3862069,0.39310345,0.1754386,0.07894737,0.4548495,0.24414716,0.30100334,0.12701335,822,1351,2173,"17282"
2016,"Jeff Hoffman","COL","AAA",23,118.2,0.32515337,1.18852459,0.19090909,0.43939394,0.36969697,0.13114754,0.09016393,0.44674556,0.21301775,0.34023669,0.09490156,740,1241,1981,"17432"
2011,"Nate Bump","PHI","AAA",34,134,0.33894737,1.45394737,0.21802935,0.46331237,0.31865828,0.15131579,0.07236842,0.46804124,0.26597938,0.26597938,0.0524767,719,1320,2039,"1755"
2018,"JT Brubaker","PIT","AAA",24,119,0.32022472,1.48333333,0.16056338,0.50140845,0.33802817,0.19166667,0.05833333,0.46280992,0.26170799,0.27548209,0.09757331,746,1232,1978,"17578"
2018,"Taylor Clarke","ARI","AAA",25,152,0.30176211,1.09090909,0.24672489,0.3930131,0.36026201,0.27878788,0.07272727,0.42826552,0.27623126,0.29550321,0.10488391,947,1551,2498,"17611"
2018,"Rogelio Armenteros","HOU","AAA",24,118,0.3013245,0.98230088,0.22491349,0.38408304,0.39100346,0.21238938,0.13274336,0.41296928,0.26962457,0.31740614,0.11865285,738,1192,1930,"17679"
2018,"Nestor Cortes","NYY","AAA",23,111.2,0.2611465,0.78082192,0.18495298,0.35736677,0.45768025,0.19863014,0.0890411,0.42121212,0.24242424,0.33636364,0.08796042,637,1182,1819,"17874"
2017,"Trent Thornton","HOU","AAA",23,115,0.33783784,1.52252252,0.24528302,0.45552561,0.29919137,0.17117117,0.10810811,0.48691099,0.21989529,0.29319372,0.10005408,619,1230,1849,"17948"
2018,"Trent Thornton","HOU","AAA",24,124.1,0.30434783,1.19672131,0.23646724,0.41595442,0.34757835,0.16393443,0.10655738,0.45098039,0.25210084,0.29691877,0.11386861,717,1338,2055,"17948"
2017,"Chance Adams","NYY","AAA",22,115.1,0.23606557,1.03252033,0.18566775,0.41368078,0.40065147,0.25203252,0.07317073,0.42903226,0.21612903,0.35483871,0.08945191,705,1229,1934,"18135"
2018,"Chance Adams","NYY","AAA",23,113,0.28239203,1.06779661,0.19205298,0.41721854,0.39072848,0.19491525,0.13559322,0.41693811,0.26058632,0.32247557,0.10134486,802,1280,2082,"18135"
2018,"James Naile","OAK","AAA",25,135.2,0.32214765,2.02678571,0.24666667,0.50444444,0.24888889,0.20535714,0.10714286,0.45217391,0.24347826,0.30434783,0.06353722,794,1315,2109,"18186"
2018,"P.J. Conlon","NYM","AAA",24,114,0.33597884,0.87012987,0.25194805,0.34805195,0.4,0.2012987,0.12987013,0.41772152,0.30126582,0.28101266,0.0861366,727,1235,1962,"18213"
2017,"Carson Fulmer","CHW","AAA",23,126,0.296875,1.38016529,0.2173913,0.45380435,0.32880435,0.14049587,0.14876033,0.43915344,0.25661376,0.3042328,0.090301,847,1246,2093,"18311"
2017,"Thomas Eshelman","PHI","AAA",23,121,0.25479452,1.07857143,0.15895954,0.43641618,0.40462428,0.17857143,0.05714286,0.39830508,0.25423729,0.34745763,0.0760582,421,1091,1512,"18361"
2018,"Thomas Eshelman","PHI","AAA",24,140.1,0.3559322,1.11560694,0.2406639,0.40041494,0.35892116,0.19653179,0.12138728,0.46868687,0.25454545,0.27676768,0.08152174,843,1549,2392,"18361"
2018,"Enyel De Los Santos","PHI","AAA",22,126.2,0.26436782,1.02836879,0.1898017,0.41076487,0.39943343,0.23404255,0.08510638,0.45555556,0.20277778,0.34166667,0.11706349,686,1330,2016,"18403"
2013,"Chris Bootcheck","NYY","AAA",34,136.2,0.28639618,0.98265896,0.17942584,0.40669856,0.4138756,0.1734104,0.0867052,0.45727483,0.25635104,0.28637413,0.09392015,808,1396,2204,"1842"
2019,"Jake Woodford","STL","AAA",22,151.2,0.24878049,0.81818182,0.19621749,0.36170213,0.44208038,0.21925134,0.11764706,0.44779582,0.23665893,0.31554524,0.10505987,1042,1547,2589,"18674"
2018,"Sandy Alcantara","MIA","AAA",22,115.2,0.28279883,1.48275862,0.17241379,0.49425287,0.33333333,0.20689655,0.0862069,0.43909348,0.2407932,0.32011331,0.09873138,647,1166,1813,"18684"
2018,"Kolby Allard","ATL","AAA",20,112.1,0.29447853,0.92424242,0.20872274,0.38006231,0.41121495,0.15909091,0.04545455,0.43030303,0.23939394,0.33030303,0.10306243,582,1116,1698,"18694"
2013,"Shawn Hill","DET","AAA",32,150.1,0.33269598,2.03623188,0.20190476,0.5352381,0.26285714,0.12318841,0.12318841,0.48975791,0.23277467,0.27746741,0.07743826,909,1480,2389,"1882"
2014,"Jeff Bennett","LAD","AAA",34,120,0.32307692,1.19727891,0.15885417,0.45833333,0.3828125,0.17687075,0.07482993,0.48,0.24,0.28,0.08273381,734,1212,1946,"1903"
2019,"Wes Benjamin","TEX","AAA",25,135.1,0.31553398,0.83240223,0.23185012,0.34894614,0.41920375,0.23463687,0.13407821,0.45308924,0.24713959,0.29977117,0.11481638,868,1501,2369,"19243"
2018,"Cole Irvin","PHI","AAA",24,161.1,0.27015251,1.325,0.18954248,0.46187364,0.34858388,0.2,0.06875,0.40685225,0.2633833,0.32976445,0.09555742,800,1586,2386,"19244"
2019,"Vladimir Gutierrez","CIN","AAA",23,137,0.29064039,0.95480226,0.1820331,0.39952719,0.41843972,0.14124294,0.14689266,0.42263279,0.26096998,0.31639723,0.09287257,811,1504,2315,"19278"
2018,"Zac Gallen","MIA","AAA",22,133.1,0.35078534,0.98064516,0.20671835,0.39276486,0.4005168,0.23870968,0.09032258,0.42278481,0.21265823,0.36455696,0.09861592,831,1481,2312,"19291"
2019,"Keegan Akin","BAL","AAA",24,112.1,0.33110368,0.72592593,0.22333333,0.32666667,0.45,0.2,0.07407407,0.3592233,0.27508091,0.36569579,0.13034924,751,1282,2033,"19362"
2014,"Justin Germano","TEX","AAA",31,131.2,0.29285714,1.32075472,0.147806,0.48498845,0.36720554,0.1509434,0.13836478,0.51910112,0.22921348,0.25168539,0.07529654,626,1313,1939,"1938"
2013,"Justin Germano","TOR","AAA",30,151,0.34194831,1.83687943,0.2,0.518,0.282,0.21276596,0.08510638,0.5233463,0.23540856,0.24124514,0.08193753,709,1500,2209,"1938"
2019,"Ryan Hartman","HOU","AAA",25,115.2,0.32727273,0.91366906,0.24645892,0.35977337,0.39376771,0.20863309,0.1942446,0.42857143,0.26890756,0.30252101,0.1106994,776,1383,2159,"19480"
2019,"Kyle Wright","ATL","AAA",23,112.1,0.31333333,1.64772727,0.24104235,0.4723127,0.28664495,0.17045455,0.14772727,0.4600639,0.20127796,0.33865815,0.11986494,635,1142,1777,"19665"
2019,"Matt Swarmer","CHC","AAA",25,151.1,0.32657658,0.83823529,0.20382166,0.36305732,0.43312102,0.24019608,0.17647059,0.43541667,0.2625,0.30208333,0.1306288,863,1602,2465,"19705"
2011,"Jeremy Hefner","SDP","AAA",25,157.1,0.31462926,0.92477876,0.13690476,0.41468254,0.4484127,0.16371681,0.09292035,0.47388781,0.23791103,0.28820116,0.08085431,1001,1621,2622,"1989"
2010,"Ivan Nova","NYY","AAA",23,145,0.29761905,1.85,0.18764846,0.52731591,0.28503563,0.2,0.08333333,0.46171694,0.22041763,0.31786543,0.08285985,799,1313,2112,"1994"
2019,"Bryse Wilson","ATL","AAA",21,121,0.31304348,1.34782609,0.22190202,0.44668588,0.3314121,0.23478261,0.10434783,0.42696629,0.23033708,0.34269663,0.11362441,643,1258,1901,"19990"
2017,"Justin Masterson","LAD","AAA",32,141.2,0.30886076,1.60833333,0.18276762,0.50391645,0.31331593,0.15,0.05833333,0.44472362,0.27638191,0.27889447,0.0868653,911,1472,2383,"2038"
2014,"Chien-Ming Wang","CIN","AAA",34,119.1,0.30487805,2.32967033,0.23869347,0.53266332,0.22864322,0.12087912,0.04395604,0.48067633,0.23671498,0.2826087,0.07226237,682,1117,1799,"2074"
2011,"Jon Leicester","SDP","AAA",32,135.2,0.31623932,0.89952153,0.15889831,0.39830508,0.44279661,0.14832536,0.10047847,0.42827869,0.26229508,0.30942623,0.07149047,946,1362,2308,"2092"
2012,"Fernando Nieve","LAD","AAA",29,119.1,0.36760925,1.03773585,0.16709512,0.42416452,0.40874036,0.13207547,0.11949686,0.39259259,0.27654321,0.3308642,0.10291165,689,1303,1992,"2173"
2011,"Brian Bass","PHI","AAA",29,158.1,0.312749,2.66964286,0.178,0.598,0.224,0.15178571,0.11607143,0.56699029,0.23495146,0.19805825,0.07929688,1015,1545,2560,"2219"
2011,"Tony Pena Jr.","BOS","AAA",30,116.1,0.31168831,1.50420168,0.21578947,0.47105263,0.31315789,0.25210084,0.05882353,0.46907216,0.24484536,0.28608247,0.08196721,637,1132,1769,"2240"
2013,"Barry Enright","LAA","AAA",27,116.1,0.32198953,0.6875,0.1980198,0.32673267,0.47524752,0.28125,0.15625,0.44902913,0.26456311,0.28640777,0.07822086,723,1233,1956,"2412"
2011,"Barry Enright","ARI","AAA",25,122.2,0.29076087,0.77011494,0.19582245,0.34986945,0.45430809,0.17241379,0.11494253,0.47164948,0.24226804,0.28608247,0.06859206,717,1222,1939,"2412"
2011,"Corey Kluber","CLE","AAA",25,150.2,0.31381733,0.8125,0.19444444,0.36111111,0.44444444,0.25520833,0.09895833,0.43468468,0.2545045,0.31081081,0.12750098,996,1553,2549,"2429"
2012,"Corey Kluber","CLE","AAA",26,125.1,0.31638418,1.33050847,0.2005814,0.45639535,0.34302326,0.1779661,0.07627119,0.44628099,0.30027548,0.25344353,0.10997442,705,1250,1955,"2429"
2010,"Lance Lynn","STL","AAA",23,164,0.29979036,1.1,0.17901235,0.43004115,0.3909465,0.18947368,0.11052632,0.40643863,0.27565392,0.31790744,0.08911954,1030,1764,2794,"2520"
2015,"Daniel McCutchen","SDP","AAA",32,132.1,0.27427184,0.96273292,0.23114355,0.37712895,0.39172749,0.18012422,0.0931677,0.43325527,0.2763466,0.29039813,0.09875312,675,1330,2005,"263"
2016,"Daniel McCutchen","SDP","AAA",33,134.2,0.36831276,1.04864865,0.22494888,0.39672802,0.37832311,0.15675676,0.1027027,0.41716567,0.30538922,0.27744511,0.06830357,739,1501,2240,"263"
2011,"Chris Sampson","FLA","AAA",33,116.1,0.31794872,1.30714286,0.18844221,0.45979899,0.35175879,0.18571429,0.10714286,0.4962963,0.25185185,0.25185185,0.08491686,580,1104,1684,"2651"
2012,"Ramon Ortiz","NYY","AAA",39,169.1,0.28113208,1.23383085,0.16697588,0.46011132,0.3729128,0.25870647,0.08955224,0.49087591,0.25547445,0.25364964,0.11147812,818,1604,2422,"27"
2010,"Joe Savery","PHI","AAA",24,127.1,0.31828442,1.25,0.18918919,0.45045045,0.36036036,0.2125,0.08125,0.50657895,0.21491228,0.27850877,0.06417112,795,1262,2057,"2835"
2011,"Zach McAllister","CLE","AAA",23,154.2,0.30769231,0.89393939,0.19354839,0.38064516,0.42580645,0.19191919,0.05555556,0.42827443,0.23492723,0.33679834,0.09454855,785,1563,2348,"2895"
2010,"Zach McAllister","NYY","AAA",22,132.2,0.33029613,0.98850575,0.22767857,0.38392857,0.38839286,0.20689655,0.11494253,0.42763158,0.25657895,0.31578947,0.07656396,771,1371,2142,"2895"
2012,"Jeff Locke","PIT","AAA",24,141.2,0.29620253,1.07594937,0.15025907,0.44041451,0.40932642,0.19620253,0.05696203,0.4516129,0.25558313,0.29280397,0.09959803,807,1432,2239,"2929"
2012,"Bruce Billings","OAK","AAA",26,133.1,0.29758713,0.8902439,0.18848168,0.38219895,0.42931937,0.29268293,0.09146341,0.40463918,0.2757732,0.31958763,0.10599078,779,1391,2170,"3044"
2013,"Bruce Billings","OAK","AAA",27,148.1,0.29009434,0.88082902,0.16359447,0.39170507,0.44470046,0.23316062,0.0880829,0.38409091,0.25227273,0.36363636,0.10792239,896,1578,2474,"3044"
2015,"Bruce Billings","WSN","AAA",29,121.1,0.31733333,1.02702703,0.19137466,0.4097035,0.39892183,0.26351351,0.04054054,0.45646438,0.23746702,0.3060686,0.08415842,701,1319,2020,"3044"
2016,"Duane Below","NYM","AAA",30,140,0.33839479,1.18072289,0.21645022,0.42424242,0.35930736,0.22891566,0.13855422,0.40082645,0.28305785,0.3161157,0.092601,680,1523,2203,"3124"
2014,"Duane Below","DET","AAA",28,116.2,0.30053191,0.94339623,0.17819149,0.39893617,0.42287234,0.20125786,0.06918239,0.41388175,0.25706941,0.32904884,0.08305085,603,1167,1770,"3124"
2010,"Luis Mendoza","KCR","AAA",26,132,0.29530201,1.69852941,0.19340659,0.50769231,0.2989011,0.24264706,0.09558824,0.42516269,0.24511931,0.329718,0.06173469,710,1250,1960,"3126"
2011,"Luis Mendoza","KCR","AAA",27,144.1,0.26829268,1.33557047,0.19444444,0.46064815,0.34490741,0.25503356,0.03355705,0.47368421,0.24122807,0.28508772,0.07088123,838,1250,2088,"3126"
2010,"Clayton Mortensen","OAK","AAA",25,165.1,0.28143713,1.85211268,0.19161677,0.5249501,0.28343313,0.13380282,0.14084507,0.50384615,0.22692308,0.26923077,0.10308057,952,1580,2532,"3166"
2013,"Josh Stinson","BAL","AAA",25,131,0.28822055,1.40151515,0.20947631,0.46134663,0.32917706,0.25757576,0.08333333,0.46601942,0.1868932,0.34708738,0.09602328,834,1228,2062,"3219"
2015,"Josh Roenicke","MIL","AAA",32,123,0.35585586,1.14367816,0.16367713,0.44618834,0.39013453,0.15517241,0.0862069,0.4379085,0.2875817,0.2745098,0.07192901,783,1358,2141,"3241"
2013,"Angel Castro","LAD","AAA",30,116.1,0.32044199,1.97029703,0.15730337,0.55898876,0.28370787,0.18811881,0.06930693,0.46756757,0.19459459,0.33783784,0.0766756,702,1163,1865,"3243"
2019,"Hector Noesi","MIA","AAA",32,125,0.27070064,1,0.21212121,0.39393939,0.39393939,0.20769231,0.20769231,0.39705882,0.23529412,0.36764706,0.11822179,698,1349,2047,"3292"
2010,"Heath Phillips","TBR","AAA",28,139.1,0.25522042,1.37254902,0.18243243,0.47297297,0.34459459,0.1503268,0.1372549,0.50551876,0.23620309,0.25827815,0.07182576,813,1345,2158,"3396"
2011,"Brian Burres","PIT","AAA",30,129.1,0.30808081,0.97546012,0.2029703,0.39356436,0.40346535,0.2208589,0.11042945,0.49152542,0.23002421,0.27845036,0.10260116,771,1305,2076,"3425"
2010,"Anthony Lerew","KCR","AAA",27,123.2,0.29323308,1.48461538,0.16966581,0.49614396,0.33419023,0.13076923,0.03076923,0.43920596,0.21836228,0.34243176,0.07135193,679,1185,1864,"3440"
2015,"Greg Smith","ATL","AAA",31,119.2,0.28643216,1.25362319,0.2106599,0.43908629,0.35025381,0.23188406,0.03623188,0.46782178,0.21782178,0.31435644,0.09133217,571,1148,1719,"3455"
2012,"Greg Smith","LAA","AAA",28,138.1,0.27126437,1.02298851,0.2,0.40454545,0.39545455,0.25862069,0.10344828,0.4800885,0.24778761,0.27212389,0.09416628,815,1362,2177,"3455"
2014,"Greg Smith","PHI","AAA",30,157.1,0.3045977,0.76348548,0.19507576,0.34848485,0.45643939,0.1659751,0.07053942,0.45185185,0.27777778,0.27037037,0.07255776,874,1593,2467,"3455"
2010,"Chase Wright","MIL","AAA",27,151,0.30284553,1.81294964,0.20850202,0.51012146,0.28137652,0.17985612,0.14388489,0.47058824,0.23137255,0.29803922,0.07810553,979,1428,2407,"3593"
2014,"Kyle Davies","CLE","AAA",30,124.2,0.3030303,0.94475138,0.11779449,0.42857143,0.45363409,0.13812155,0.05524862,0.40640394,0.21182266,0.3817734,0.07401736,729,1230,1959,"3642"
2015,"Kyle Davies","NYY","AAA",31,152.2,0.30309278,0.96391753,0.2208589,0.38241309,0.39672802,0.20103093,0.04123711,0.43902439,0.23373984,0.32723577,0.08151093,955,1560,2515,"3642"
2013,"J.D. Martin","TBR","AAA",30,160.1,0.3029703,1.0631068,0.15841584,0.43366337,0.40792079,0.1407767,0.07281553,0.43737958,0.29672447,0.26589595,0.08817384,795,1598,2393,"3685"
2012,"J.D. Martin","MIA","AAA",29,130,0.34168565,1.07954545,0.17006803,0.430839,0.39909297,0.13636364,0.10227273,0.47483589,0.24507659,0.28008753,0.08120531,629,1329,1958,"3685"
2014,"Matt Buschmann","OAK","AAA",30,133.1,0.33072917,1.42424242,0.17312661,0.48578811,0.34108527,0.16666667,0.11363636,0.52882206,0.22556391,0.24561404,0.10781544,835,1289,2124,"3832"
2016,"Matt Buschmann","ARI","AAA",32,142,0.32900433,1.31578947,0.25581395,0.42283298,0.32135307,0.13157895,0.13157895,0.41995842,0.27442827,0.30561331,0.08885942,885,1377,2262,"3832"
2012,"Chris Seddon","CLE","AAA",28,123,0.28152493,0.73125,0.20857143,0.33428571,0.45714286,0.2375,0.1,0.45378151,0.2464986,0.29971989,0.10125204,618,1219,1837,"3833"
2011,"Chris Seddon","SEA","AAA",27,149.1,0.33970276,0.97461929,0.18958333,0.4,0.41041667,0.29949239,0.10152284,0.47250509,0.23625255,0.29124236,0.10229068,948,1584,2532,"3833"
2012,"Zach Duke","WSN","AAA",29,164.1,0.29724771,1.5698324,0.15285451,0.5174954,0.32965009,0.12849162,0.08938547,0.51162791,0.24686941,0.24150268,0.0726817,853,1541,2394,"3840"
2018,"Brett Oberholtzer","COL","AAA",28,132.2,0.33411765,1.18125,0.20319635,0.43150685,0.3652968,0.1375,0.15625,0.47203579,0.25727069,0.27069351,0.10865475,771,1355,2126,"3855"
2017,"Brett Oberholtzer","TOR","AAA",27,131,0.34013605,1.3537415,0.21004566,0.4543379,0.33561644,0.17687075,0.04761905,0.43652561,0.28285078,0.28062361,0.09865255,761,1317,2078,"3855"
2013,"Ethan Martin","PHI","AAA",24,115.2,0.27574751,0.97637795,0.17704918,0.40655738,0.41639344,0.19685039,0.08661417,0.3525641,0.28205128,0.36538462,0.09664886,868,1191,2059,"3877"
2011,"Frankie De La Cruz","MIL","AAA",27,137,0.29667519,1.73275862,0.18717949,0.51538462,0.2974359,0.18103448,0.12068966,0.4617284,0.24444444,0.29382716,0.09513652,899,1445,2344,"3920"
2011,"Joe Martinez","CLE","AAA",28,118,0.34059946,1.72072072,0.18378378,0.51621622,0.3,0.16216216,0.0990991,0.44148936,0.22074468,0.33776596,0.09907834,609,1127,1736,"3935"
2013,"Joe Martinez","CLE","AAA",30,130,0.33179724,1.65671642,0.19274376,0.50340136,0.30385488,0.11940299,0.14179104,0.50331126,0.20971302,0.28697572,0.09152017,638,1296,1934,"3935"
2012,"Joe Martinez","ARI","AAA",29,155.1,0.35834897,1.9858156,0.21455224,0.52238806,0.2630597,0.12765957,0.10638298,0.46800731,0.22120658,0.31078611,0.07737105,853,1551,2404,"3935"
2014,"Allen Webster","BOS","AAA",24,122,0.27920228,1.3852459,0.17329545,0.48011364,0.34659091,0.1557377,0.07377049,0.48467967,0.23398329,0.28133705,0.12557663,744,1207,1951,"3993"
2014,"Enny Romero","TBR","AAA",23,126,0.31165312,1.08571429,0.21715818,0.4075067,0.37533512,0.25714286,0.09285714,0.42408377,0.23560209,0.34031414,0.10972346,849,1393,2242,"4001"
2012,"Yusmeiro Petit","SFG","AAA",27,166.2,0.32997988,0.68018018,0.24493927,0.30566802,0.44939271,0.26126126,0.06306306,0.45882353,0.24313725,0.29803922,0.0945254,832,1707,2539,"4020"
2014,"Brad Lincoln","PHI","AAA",29,123.1,0.31073446,0.87261146,0.1810585,0.3816156,0.43732591,0.19745223,0.08280255,0.44141689,0.24250681,0.31607629,0.07954545,855,1257,2112,"4241"
2012,"David Huff","CLE","AAA",27,134,0.29290618,0.84816754,0.19036697,0.37155963,0.43807339,0.28795812,0.14136126,0.48198198,0.21846847,0.29954955,0.07579346,770,1341,2111,"4257"
2012,"Scott Elarton","PHI","AAA",36,136.1,0.32026144,0.94382022,0.25108225,0.36363636,0.38528139,0.23595506,0.07303371,0.43432203,0.26483051,0.30084746,0.06273845,891,1468,2359,"426"
2011,"Justin Wilson","PIT","AAA",23,124.1,0.28684211,1.50847458,0.20855615,0.47593583,0.31550802,0.25423729,0.10169492,0.45012788,0.18158568,0.36828645,0.07955597,891,1271,2162,"4301"
2012,"Justin Wilson","PIT","AAA",24,135.2,0.23167155,0.7607362,0.16569767,0.36046512,0.47383721,0.21472393,0.07361963,0.38418079,0.2259887,0.38983051,0.08202803,933,1493,2426,"4301"
2012,"Scott Richmond","TOR","AAA",32,134.2,0.34216867,1.25531915,0.25,0.41745283,0.33254717,0.19148936,0.14893617,0.49885057,0.24367816,0.25747126,0.08359836,832,1369,2201,"4307"
2015,"Kyle Drabek","CHW","AAA",27,137.1,0.27336449,2.05263158,0.17730496,0.55319149,0.26950355,0.21052632,0.07017544,0.51376147,0.26834862,0.21788991,0.08282063,853,1260,2113,"4359"
2010,"Jeremy Hellickson","TBR","AAA",23,117.2,0.31309904,0.90909091,0.247557,0.35830619,0.39413681,0.23140496,0.04132231,0.44936709,0.25949367,0.29113924,0.14354839,657,1203,1860,"4371"
2013,"Zach Kroenke","MIL","AAA",29,129.2,0.30317848,1.01282051,0.21303258,0.39598997,0.39097744,0.23076923,0.06410256,0.44844125,0.26618705,0.2853717,0.08516746,820,1270,2090,"4383"
2011,"Zach Kroenke","ARI","AAA",27,128.1,0.35176991,1.47260274,0.20659341,0.47252747,0.32087912,0.19863014,0.09589041,0.4612069,0.21767241,0.32112069,0.07015066,807,1317,2124,"4383"
2012,"Zach Kroenke","ARI","AAA",28,119,0.32394366,0.86263736,0.19093079,0.37470167,0.43436754,0.21978022,0.06593407,0.44137931,0.24827586,0.31034483,0.0757884,722,1244,1966,"4383"
2011,"Brad Mills","TOR","AAA",26,157.1,0.30853392,1.00518135,0.17130621,0.41541756,0.41327623,0.25388601,0.10362694,0.39748954,0.29497908,0.30753138,0.10628803,889,1576,2465,"4420"
