last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Dunn, Justin,643290,2021,218,136,0.201,0.229,-0.027999999999999997,0.332,0.425,-0.09299999999999997,0.295,0.339,-0.04400000000000004,3.75,4.95,-1.195
Almonte, Yency,622075,2021,217,137,0.26,0.251,0.009000000000000008,0.475,0.432,0.04299999999999998,0.361,0.351,0.010000000000000009,7.55,5.37,2.182
Chargois, JT,608638,2021,216,137,0.202,0.225,-0.022999999999999993,0.346,0.365,-0.019000000000000017,0.279,0.298,-0.01899999999999996,2.52,3.73,-1.214
Givens, Mychal,571710,2021,216,133,0.234,0.237,-0.002999999999999975,0.413,0.39,0.022999999999999965,0.318,0.319,-0.0010000000000000009,3.35,4.32,-0.967
Toussaint, Touki,657053,2021,216,140,0.234,0.27,-0.036000000000000004,0.446,0.471,-0.024999999999999967,0.334,0.361,-0.02699999999999997,4.50,5.73,-1.23
Thornton, Trent,663423,2021,216,144,0.278,0.259,0.019000000000000017,0.536,0.465,0.07100000000000001,0.371,0.348,0.02300000000000002,4.78,5.26,-0.484
Fry, Paul,643316,2021,215,116,0.213,0.217,-0.0040000000000000036,0.282,0.307,-0.025000000000000022,0.3,0.313,-0.013000000000000012,6.08,4.15,1.935
Garrett, Amir,607237,2021,215,125,0.249,0.233,0.015999999999999986,0.449,0.406,0.04299999999999998,0.34,0.321,0.019000000000000017,6.04,4.38,1.662
Anderson, Chase,502624,2021,215,157,0.268,0.261,0.007000000000000006,0.521,0.486,0.03500000000000003,0.366,0.357,0.009000000000000008,6.75,5.58,1.17
Clay, Sam,621348,2021,214,153,0.296,0.27,0.025999999999999968,0.409,0.415,-0.006000000000000005,0.342,0.336,0.006000000000000005,5.60,4.86,0.74
Mayza, Tim,641835,2021,211,138,0.206,0.228,-0.02200000000000002,0.309,0.319,-0.010000000000000009,0.256,0.272,-0.016000000000000014,3.40,3.08,0.316
Jiménez, Joe,641729,2021,210,110,0.206,0.167,0.03899999999999998,0.388,0.324,0.064,0.336,0.304,0.03200000000000003,5.96,3.89,2.066
Hudson, Daniel,543339,2021,210,119,0.211,0.198,0.012999999999999984,0.405,0.396,0.009000000000000008,0.284,0.28,0.003999999999999948,3.31,3.27,0.04
Valdez, César,491624,2021,210,150,0.32,0.297,0.02300000000000002,0.526,0.456,0.07,0.376,0.344,0.03200000000000003,5.87,5.12,0.75
Taylor, Josh,657031,2021,209,123,0.246,0.249,-0.0030000000000000027,0.322,0.376,-0.05399999999999999,0.295,0.315,-0.020000000000000018,3.40,4.21,-0.811
Lamet, Dinelson,659275,2021,209,128,0.262,0.225,0.037000000000000005,0.415,0.379,0.035999999999999976,0.333,0.307,0.026000000000000023,4.40,3.98,0.424
Bickford, Phil,641360,2021,207,126,0.197,0.21,-0.012999999999999984,0.35,0.359,-0.009000000000000008,0.263,0.274,-0.01100000000000001,2.81,3.13,-0.325
Rodríguez, Joely,570257,2021,207,140,0.294,0.245,0.04899999999999999,0.389,0.357,0.03200000000000003,0.32,0.299,0.02100000000000002,4.66,3.76,0.902
Helsley, Ryan,664854,2021,206,132,0.227,0.247,-0.01999999999999999,0.341,0.414,-0.07299999999999995,0.295,0.332,-0.03700000000000003,4.56,4.73,-0.167
Raley, Brooks,548384,2021,205,121,0.232,0.228,0.0040000000000000036,0.362,0.38,-0.018000000000000016,0.294,0.301,-0.007000000000000006,4.78,3.81,0.966
Payamps, Joel,606303,2021,205,152,0.232,0.215,0.017000000000000015,0.379,0.337,0.04199999999999998,0.286,0.266,0.019999999999999962,3.40,2.94,0.457
Turnbull, Spencer,605513,2021,201,140,0.203,0.206,-0.002999999999999975,0.286,0.322,-0.03600000000000003,0.25,0.269,-0.019000000000000017,2.88,3.01,-0.13
Howard, Sam,607572,2021,200,104,0.211,0.195,0.015999999999999986,0.379,0.336,0.04299999999999998,0.325,0.314,0.01100000000000001,5.60,4.18,1.42
White, Mitch,669952,2021,197,131,0.215,0.245,-0.03,0.356,0.37,-0.014000000000000012,0.276,0.297,-0.020999999999999963,3.66,3.70,-0.036
Stephenson, Robert,596112,2021,197,125,0.241,0.228,0.012999999999999984,0.408,0.392,0.01599999999999996,0.313,0.306,0.007000000000000006,3.13,3.95,-0.82
Wells, Alex,649144,2021,197,152,0.299,0.308,-0.009000000000000008,0.52,0.531,-0.01100000000000001,0.377,0.387,-0.010000000000000009,6.75,6.77,-0.02
Castellanos, Humberto,528748,2021,196,149,0.277,0.243,0.03400000000000003,0.462,0.413,0.049000000000000044,0.347,0.316,0.030999999999999972,4.93,4.24,0.687
De Jong, Chase,608328,2021,196,137,0.28,0.274,0.006000000000000005,0.589,0.56,0.028999999999999915,0.391,0.382,0.009000000000000008,5.77,6.56,-0.789
Wisler, Matt,605538,2021,195,121,0.228,0.201,0.026999999999999996,0.4,0.323,0.07700000000000001,0.284,0.252,0.03199999999999997,3.70,2.64,1.059
Lugo, Seth,607625,2021,195,120,0.237,0.249,-0.01200000000000001,0.399,0.404,-0.0050000000000000044,0.305,0.315,-0.010000000000000009,3.50,4.21,-0.714
Clarke, Taylor,664199,2021,194,141,0.291,0.263,0.02799999999999997,0.436,0.439,-0.0030000000000000027,0.331,0.322,0.009000000000000008,4.99,4.42,0.565
Wendelken, J.B.,605525,2021,194,133,0.256,0.263,-0.007000000000000006,0.372,0.415,-0.04299999999999998,0.31,0.331,-0.02100000000000002,4.33,4.69,-0.362
King, John,667463,2021,193,137,0.233,0.232,0.0010000000000000009,0.33,0.339,-0.009000000000000008,0.276,0.282,-0.00599999999999995,3.52,3.32,0.202
Garcia, Bryan,650530,2021,192,133,0.294,0.298,-0.0040000000000000036,0.552,0.601,-0.04899999999999993,0.401,0.421,-0.019999999999999962,7.55,8.36,-0.809
Santillan, Tony,663574,2021,190,106,0.217,0.206,0.01100000000000001,0.401,0.356,0.04500000000000004,0.318,0.307,0.01100000000000001,2.91,3.98,-1.072
Suero, Wander,593833,2021,190,127,0.266,0.267,-0.0010000000000000009,0.521,0.492,0.029000000000000026,0.361,0.354,0.007000000000000006,6.33,5.47,0.858
Winkler, Dan,595465,2021,190,111,0.213,0.223,-0.010000000000000009,0.373,0.334,0.03899999999999998,0.336,0.333,0.0030000000000000027,5.22,4.76,0.458
Davis, Wade,451584,2021,190,131,0.27,0.28,-0.010000000000000009,0.454,0.498,-0.043999999999999984,0.341,0.372,-0.030999999999999972,6.75,6.15,0.6
Fairbanks, Pete,664126,2021,189,111,0.241,0.193,0.04799999999999999,0.331,0.294,0.03700000000000003,0.294,0.265,0.02899999999999997,3.59,2.92,0.666
Taylor, Blake,642130,2021,188,125,0.233,0.203,0.03,0.399,0.358,0.041000000000000036,0.31,0.285,0.025000000000000022,3.16,3.39,-0.226
Smith, Burch,572143,2021,188,148,0.28,0.281,-0.0010000000000000009,0.44,0.444,-0.0040000000000000036,0.328,0.331,-0.0030000000000000027,5.40,4.69,0.71
Curtiss, John,595928,2021,187,130,0.244,0.249,-0.0050000000000000044,0.407,0.396,0.010999999999999954,0.303,0.303,0,3.45,3.87,-0.419
Mikolas, Miles,571945,2021,186,142,0.253,0.264,-0.01100000000000001,0.406,0.429,-0.022999999999999965,0.307,0.325,-0.018000000000000016,4.23,4.51,-0.279
Gilbreath, Lucas,656458,2021,185,117,0.208,0.196,0.011999999999999983,0.327,0.31,0.017000000000000015,0.285,0.283,0.0020000000000000018,3.38,3.35,0.025
Coonrod, Sam,656322,2021,185,119,0.247,0.224,0.022999999999999993,0.373,0.359,0.014000000000000012,0.303,0.291,0.01200000000000001,4.04,3.55,0.489
Parker, Blake,453284,2021,185,132,0.257,0.251,0.006000000000000005,0.395,0.4,-0.0050000000000000044,0.31,0.311,-0.0010000000000000009,3.09,4.09,-0.998
Sale, Chris,519242,2021,183,115,0.269,0.232,0.037000000000000005,0.419,0.347,0.07200000000000001,0.326,0.287,0.039000000000000035,3.16,3.45,-0.286
Kelly, Joe,523260,2021,182,113,0.174,0.208,-0.034,0.286,0.314,-0.028000000000000025,0.242,0.279,-0.03700000000000003,2.86,3.25,-0.386
Kranick, Max,668820,2021,182,127,0.301,0.259,0.04199999999999998,0.468,0.394,0.07400000000000001,0.364,0.327,0.03699999999999998,6.28,4.57,1.714
Martin, Chris,455119,2021,180,139,0.29,0.263,0.02699999999999997,0.402,0.395,0.007000000000000006,0.313,0.301,0.01200000000000001,3.95,3.81,0.136
Springs, Jeffrey,605488,2021,179,102,0.216,0.209,0.007000000000000006,0.444,0.378,0.066,0.302,0.281,0.020999999999999963,3.42,3.30,0.125
Ponce, Cody,664074,2021,179,131,0.344,0.268,0.07599999999999996,0.613,0.474,0.139,0.413,0.344,0.069,7.04,5.12,1.923
Arihara, Kohei,685503,2021,178,137,0.281,0.306,-0.024999999999999967,0.6,0.618,-0.018000000000000016,0.395,0.418,-0.022999999999999965,6.64,8.21,-1.571
Bowden, Ben,641386,2021,177,113,0.288,0.24,0.04799999999999999,0.503,0.419,0.08400000000000002,0.374,0.327,0.046999999999999986,6.56,4.57,1.991
Valdez, Phillips,570488,2021,177,116,0.238,0.25,-0.01200000000000001,0.354,0.387,-0.03300000000000003,0.312,0.331,-0.019000000000000017,5.85,4.69,1.16
Mantiply, Joe,573009,2021,177,121,0.292,0.253,0.03899999999999998,0.448,0.378,0.07,0.338,0.307,0.031000000000000028,3.40,3.98,-0.577
Long, Sam,669674,2021,176,120,0.237,0.236,0.0010000000000000009,0.41,0.398,0.011999999999999955,0.313,0.314,-0.0010000000000000009,5.53,4.18,1.353
Blackburn, Paul,621112,2021,175,137,0.319,0.3,0.019000000000000017,0.534,0.468,0.066,0.383,0.353,0.030000000000000027,5.87,5.44,0.43
Santana, Edgar,650828,2021,175,130,0.228,0.253,-0.024999999999999994,0.383,0.421,-0.03799999999999998,0.286,0.314,-0.028000000000000025,3.59,4.18,-0.594
Barnes, Charlie,656212,2021,175,135,0.303,0.288,0.015000000000000013,0.454,0.489,-0.034999999999999976,0.364,0.371,-0.007000000000000006,5.92,6.11,-0.189
Foster, Matt,641582,2021,174,119,0.274,0.276,-0.0020000000000000018,0.478,0.505,-0.027000000000000024,0.346,0.362,-0.016000000000000014,6.00,5.77,0.23
Smith, Joe,501925,2021,173,128,0.297,0.242,0.05499999999999999,0.462,0.389,0.07300000000000001,0.339,0.29,0.049000000000000044,4.99,3.52,1.472
De Los Santos, Enyel,660853,2021,173,103,0.291,0.242,0.04899999999999999,0.534,0.446,0.08800000000000002,0.384,0.334,0.04999999999999999,6.37,4.79,1.578
Díaz, Miguel,622766,2021,172,107,0.204,0.253,-0.049000000000000016,0.434,0.46,-0.026000000000000023,0.312,0.345,-0.032999999999999974,3.64,5.16,-1.517
Patton, Spencer,607359,2021,172,109,0.229,0.21,0.019000000000000017,0.357,0.324,0.032999999999999974,0.287,0.269,0.01799999999999996,3.83,3.01,0.817
Farmer, Buck,571656,2021,171,108,0.278,0.27,0.008000000000000007,0.5,0.502,-0.0020000000000000018,0.38,0.379,0.0010000000000000009,6.37,6.43,-0.062
Junis, Jakob,596001,2021,168,115,0.279,0.282,-0.002999999999999947,0.461,0.508,-0.046999999999999986,0.336,0.356,-0.019999999999999962,5.26,5.54,-0.277
Minaya, Juan,573668,2021,167,102,0.189,0.196,-0.007000000000000006,0.329,0.331,-0.0020000000000000018,0.28,0.287,-0.006999999999999951,2.48,3.45,-0.975
Cahill, Trevor,502239,2021,166,119,0.286,0.268,0.01799999999999996,0.422,0.44,-0.018000000000000016,0.332,0.334,-0.0020000000000000018,6.57,4.79,1.778
Smith, Drew,622098,2021,165,106,0.192,0.217,-0.024999999999999994,0.397,0.41,-0.012999999999999956,0.283,0.303,-0.020000000000000018,2.40,3.87,-1.475
Armstrong, Shawn,542888,2021,165,104,0.265,0.244,0.02100000000000002,0.531,0.481,0.050000000000000044,0.367,0.344,0.02300000000000002,6.75,5.12,1.63
Miller, Andrew,453192,2021,164,103,0.293,0.241,0.05199999999999999,0.486,0.411,0.07500000000000001,0.372,0.332,0.03999999999999998,4.75,4.73,0.02
Lange, Alex,656638,2021,162,104,0.259,0.273,-0.014000000000000012,0.42,0.491,-0.07100000000000001,0.335,0.366,-0.030999999999999972,4.04,5.92,-1.883
Abreu, Bryan,650556,2021,161,104,0.254,0.25,0.0040000000000000036,0.406,0.395,0.01100000000000001,0.33,0.333,-0.0030000000000000027,5.75,4.76,0.99
Yang, Hyeon-Jong,660365,2021,160,118,0.296,0.298,-0.0020000000000000018,0.535,0.573,-0.03799999999999992,0.383,0.4,-0.017000000000000015,5.60,7.34,-1.736
Soria, Joakim,465657,2021,159,106,0.269,0.245,0.02400000000000002,0.483,0.4,0.08299999999999996,0.344,0.307,0.03699999999999998,5.06,3.98,1.083
Garrett, Braxton,666129,2021,159,105,0.318,0.298,0.020000000000000018,0.447,0.437,0.010000000000000009,0.377,0.37,0.007000000000000006,5.03,6.07,-1.041
Ponce de Leon, Daniel,594965,2021,159,107,0.252,0.234,0.017999999999999988,0.465,0.427,0.038000000000000034,0.363,0.353,0.010000000000000009,6.21,5.44,0.77
Lucchesi, Joey,664192,2021,157,102,0.245,0.222,0.022999999999999993,0.417,0.382,0.034999999999999976,0.31,0.295,0.015000000000000013,4.46,3.65,0.811
Gilbert, Tyler,656457,2021,157,118,0.2,0.228,-0.027999999999999997,0.343,0.4,-0.056999999999999995,0.267,0.306,-0.03899999999999998,3.15,3.95,-0.8
Neidert, Nick,663734,2021,157,108,0.246,0.264,-0.018000000000000016,0.405,0.44,-0.034999999999999976,0.345,0.368,-0.02300000000000002,4.54,5.99,-1.448
Vest, Will,676684,2021,156,108,0.288,0.288,0,0.432,0.416,0.016000000000000014,0.355,0.352,0.0030000000000000027,6.17,5.40,0.771
Sanchez, Aaron,592717,2021,156,111,0.234,0.232,0.0020000000000000018,0.328,0.343,-0.015000000000000013,0.296,0.302,-0.006000000000000005,3.06,3.84,-0.783
González, Victor,624647,2021,155,100,0.244,0.256,-0.01200000000000001,0.359,0.375,-0.016000000000000014,0.313,0.327,-0.014000000000000012,3.57,4.57,-1.004
Machado, Andrés,600921,2021,154,104,0.226,0.224,0.0020000000000000018,0.376,0.352,0.02400000000000002,0.307,0.305,0.0020000000000000018,3.53,3.92,-0.387
Faria, Jake,607188,2021,154,107,0.285,0.232,0.052999999999999964,0.489,0.417,0.07200000000000001,0.359,0.315,0.043999999999999984,5.51,4.21,1.3
Kowar, Jackson,663804,2021,154,103,0.336,0.299,0.03700000000000003,0.586,0.521,0.06499999999999995,0.422,0.396,0.025999999999999968,11.28,7.16,4.115
Webb, Jacob,657097,2021,153,105,0.279,0.249,0.030000000000000027,0.441,0.401,0.03999999999999998,0.332,0.306,0.026000000000000023,4.19,3.95,0.244
Banda, Anthony,607455,2021,153,106,0.287,0.231,0.055999999999999966,0.478,0.364,0.11399999999999999,0.353,0.292,0.061,4.28,3.57,0.707
Rogers, Josh,642028,2021,151,113,0.241,0.266,-0.025000000000000022,0.436,0.492,-0.055999999999999994,0.326,0.357,-0.030999999999999972,3.28,5.58,-2.3
Graterol, Brusdar,660813,2021,150,104,0.26,0.264,-0.0040000000000000036,0.389,0.36,0.029000000000000026,0.312,0.308,0.0040000000000000036,4.59,4.01,0.58
Wilson, Justin,458677,2021,149,102,0.244,0.232,0.011999999999999983,0.435,0.414,0.02100000000000002,0.332,0.323,0.009000000000000008,5.29,4.45,0.844
Slegers, Aaron,642083,2021,149,108,0.326,0.268,0.057999999999999996,0.545,0.428,0.11700000000000005,0.403,0.34,0.063,6.97,4.99,1.978
Harper, Ryne,607560,2021,148,101,0.214,0.225,-0.01100000000000001,0.389,0.352,0.03700000000000003,0.297,0.292,0.0050000000000000044,4.04,3.57,0.467
Claudio, Alex,592222,2021,148,103,0.278,0.263,0.015000000000000013,0.489,0.427,0.062,0.358,0.332,0.025999999999999968,5.51,4.73,0.78
Ramirez, Noé,598287,2021,147,103,0.178,0.193,-0.015000000000000013,0.287,0.309,-0.02200000000000002,0.246,0.266,-0.020000000000000018,3.00,2.94,0.06
Sampson, Adrian,592716,2021,145,103,0.231,0.242,-0.010999999999999982,0.462,0.469,-0.006999999999999951,0.329,0.339,-0.010000000000000009,2.80,4.95,-2.148
McFarland, T.J.,519008,2021,144,114,0.237,0.25,-0.013000000000000012,0.37,0.395,-0.025000000000000022,0.282,0.3,-0.018000000000000016,2.56,3.78,-1.22
Kintzler, Brandon,445213,2021,141,110,0.344,0.315,0.02899999999999997,0.58,0.519,0.06099999999999994,0.402,0.376,0.026000000000000023,6.37,6.31,0.061
Goudeau, Ashton,623485,2021,141,100,0.202,0.222,-0.01999999999999999,0.37,0.352,0.018000000000000016,0.294,0.299,-0.0050000000000000044,4.19,3.76,0.434
Eshelman, Thomas,664045,2021,126,104,0.298,0.279,0.01899999999999996,0.535,0.462,0.07300000000000001,0.377,0.351,0.026000000000000023,7.16,5.37,1.787
